song_id,title,release,artist_name,year,tag,duration,listeners,playcount,image_url_large,image_url_exlarge
SOFASGK12A8C13B1D9,Seras Mi Complice,Manzanas,Cómplices,1988,[],0,806,2467,n/a,n/a
SODKXAM12A8C13C883,FAR_ JAG KAN INTE FÅ UPP MIN KOKOSNÖT,Kuu Mies Kookospähkinä / Månen Mannen Kokosnöten,M.A. Numminen,0,[],0,0,0,n/a,n/a
SOVPXAD12AAF3B1D9D,In The Midnight Hour,Dangerous Road,Maurice John Vaughn,0,[],175000,40,60,https://lastfm.freetls.fastly.net/i/u/174s/48bd490fbc15cf64fff942067cf469ae.png,https://lastfm.freetls.fastly.net/i/u/300x300/48bd490fbc15cf64fff942067cf469ae.png
SOLVIUL12AB0183CE0,Halt,La Fever Lit,Larsen,0,[],566000,356,921,https://lastfm.freetls.fastly.net/i/u/174s/b204ef170c774936a874cfa1938d4955.png,https://lastfm.freetls.fastly.net/i/u/300x300/b204ef170c774936a874cfa1938d4955.png
SORPFJP12A8AE46B3D,Paris,Oh_ Beatrice,Tacks_ the Boy Disaster,2006,[],0,0,0,n/a,n/a
SOPRWRY12A8C13EEF0,Anywhere (LP Version),Happy Hour,King Missile,1992,[],0,8,31,n/a,n/a
SODWKHS12A8C13A6B5,Split (Album Version),Down Low,Betzefer,2005,[],0,17,74,n/a,n/a
SODIVLL12AB0186A8B,Please Be Quiet,Believe the Thieves,We Were the States,0,['pbq'],121000,111,212,https://lastfm.freetls.fastly.net/i/u/174s/9220703d28bb5dd0e854e31e9f5a5453.png,https://lastfm.freetls.fastly.net/i/u/300x300/9220703d28bb5dd0e854e31e9f5a5453.png
SOCJTLU12A8AE4627D,The Rain (RP's Club Mix),The Rain,Reel People Feat. Angela Johnson,0,[],0,22,41,n/a,n/a
SOCMNPL12A58A7D957,Inhale,Retrospective,DJ Atmospherik,0,[],417000,9,12,https://lastfm.freetls.fastly.net/i/u/174s/31c124fbf2b94c98869a5330e5fe9384.png,https://lastfm.freetls.fastly.net/i/u/300x300/31c124fbf2b94c98869a5330e5fe9384.png
SOISZQR12A8C13F5F9,Wake Up_ Make Up,Lies,Bon Voyage,2008,[],0,0,0,n/a,n/a
SOIOFIU12A8C143CC1,Chambers Of The Heart,Set Free - The Definitive Edition,Constance Demby,1989,['new age'],277000,1137,3050,https://lastfm.freetls.fastly.net/i/u/174s/aedb1064daa2455f81451e53a6b4ef7b.png,https://lastfm.freetls.fastly.net/i/u/300x300/aedb1064daa2455f81451e53a6b4ef7b.png
SOXEJGJ12AAF3B506F,One Two Freestyle,Best Of The Freestyles Vol. 1,DJ Clue,0,[],181000,17,26,https://lastfm.freetls.fastly.net/i/u/174s/d84abf204d1af2575bb63e2e7cc416ca.png,https://lastfm.freetls.fastly.net/i/u/300x300/d84abf204d1af2575bb63e2e7cc416ca.png
SOJRKZS12AAF3B1C65,In the Cards,Kings of Psychobilly ~ a 5 Disc Career,Meteors,2005,"['psychobilly', 'rockabilly', '80s', 'horror punk', 'Rock and Roll']",0,6343,19751,n/a,n/a
SOQAMQE12A67AD9436,Calling You,Mucky Star,Elektrochemie,2007,"['minimal', 'electronic', 'minimal techno', 'techno', 'einmal elektronische tanzmusike bitte']",457000,9054,20808,https://lastfm.freetls.fastly.net/i/u/174s/d303f9e880e68a2803c68ed593046b99.png,https://lastfm.freetls.fastly.net/i/u/300x300/d303f9e880e68a2803c68ed593046b99.png
SOWQPNB12AB018081F,Cuore Matto (Mad Heart),The Collection,Little Tony,0,[],180000,28,44,https://lastfm.freetls.fastly.net/i/u/174s/ad80680ce6024ac3a1b8e85b5aef3a5a.png,https://lastfm.freetls.fastly.net/i/u/300x300/ad80680ce6024ac3a1b8e85b5aef3a5a.png
SOCALRT12AB0183066,Unforced Peace (written by Roky Erickson),Nothing's Going To Happen,Elf Power,2002,[],0,236,384,n/a,n/a
SOHZRJH12AB0185320,The Final Countdown,The Mission,Captain Jack,1996,[],337000,321,913,n/a,n/a
SOSPMJF12A8C142C17,Short Tales Of The Black Forest,Land Of The Midnight Sun,Al Di Meola,1976,"['jazz', 'guitar', 'jazz fusion', 'jazz guitar', 'guitar virtuoso']",0,17243,46419,https://lastfm.freetls.fastly.net/i/u/174s/5de36e03e7ce491298426bc01196886f.png,https://lastfm.freetls.fastly.net/i/u/300x300/5de36e03e7ce491298426bc01196886f.png
SOMEEJU12AB017C973,I Don't Trust Myself (With Loving You),Where The Light Is: John Mayer Live In Los Angeles,John Mayer,0,"['blues', 'rock', 'singer-songwriter', 'acoustic', 'Mellow']",687000,312353,2046091,https://lastfm.freetls.fastly.net/i/u/174s/debb423cbaba4e17cecb7b2c3d18f189.png,https://lastfm.freetls.fastly.net/i/u/300x300/debb423cbaba4e17cecb7b2c3d18f189.png
SOOXPSP12AB018BF3A,Oh Le_ Oh La,Oh Le_ Oh La,Mariana,0,[],0,0,0,n/a,n/a
SOWFJGC12AB0188620,Keep Your Arms Around Me,Goin' Mad Blues Vol. 4,Arthur 'Big Boy' Crudup,0,"['i feel good', 'blka10k', 'arthur big boy crudup']",154000,1238,2275,https://lastfm.freetls.fastly.net/i/u/174s/bd0817954254bd630ae1bd7d55f069c5.png,https://lastfm.freetls.fastly.net/i/u/300x300/bd0817954254bd630ae1bd7d55f069c5.png
SOOYTFO12A8C13F979,June,June,Paul Ritch,2007,"['minimal techno', 'minimal', 'electronic', 'electro', 'techno']",399000,11550,24850,https://lastfm.freetls.fastly.net/i/u/174s/2fcd128d5e656419e8cb14261e8329e0.png,https://lastfm.freetls.fastly.net/i/u/300x300/2fcd128d5e656419e8cb14261e8329e0.png
SOFVIQD12AB0189ACC,Emmylou Rides Clarence West And Then South,The Amazing California Health And Happiness Road Show,The Mermen,2000,"['Gotta havit', 'Love deez guys']",330000,1413,5311,https://lastfm.freetls.fastly.net/i/u/174s/fbaba8319769bbddfe1968f891ee9bdd.png,https://lastfm.freetls.fastly.net/i/u/300x300/fbaba8319769bbddfe1968f891ee9bdd.png
SOWCFTK12AB01811A0,Diving Faces,Diving Faces,Atlantic Drift,0,[],0,1,2,n/a,n/a
SOIHVGY12A58A776E9,Improvisacion A La Virgen De Hoshiuv,Polkas de mi Tierra,Chango Spasiuk,0,[],277000,127,234,https://lastfm.freetls.fastly.net/i/u/174s/f283086363794fb29101419f749ce92b.png,https://lastfm.freetls.fastly.net/i/u/300x300/f283086363794fb29101419f749ce92b.png
SOIWTEO12AB01839BA,So what,So What/I don't wanna stay here,Micall Parknsun,0,"['UK hip-hop', 'hip hop', 'funky']",232000,2955,6646,https://lastfm.freetls.fastly.net/i/u/174s/efc9036837552f4b898ab7832a8660c5.png,https://lastfm.freetls.fastly.net/i/u/300x300/efc9036837552f4b898ab7832a8660c5.png
SOYYKMT12A58A7DFCD,Le Quartier,Marginale Musique,Fonky Family,2006,"['rap francais', '6 of 10 stars', 'Marseille', 'french rap', 'hiphopfrlab']",349000,3780,10362,https://lastfm.freetls.fastly.net/i/u/174s/c913eb238fdc4a9fa451cdba30ee8a43.png,https://lastfm.freetls.fastly.net/i/u/300x300/c913eb238fdc4a9fa451cdba30ee8a43.png
SOLTFMM12A6D4F4DA7,Morena Boca De Ouro,Eu Sou O Samba,Roberto Silva,2010,"['mpb', 'das antigas', 'todasac123']",172000,353,583,https://lastfm.freetls.fastly.net/i/u/174s/508bd0e34eaa17c866a4e0ad42dff2fe.png,https://lastfm.freetls.fastly.net/i/u/300x300/508bd0e34eaa17c866a4e0ad42dff2fe.png
SOMXLQQ12A67AE1E44,Agua De Beber (LP Version),The Wonderful World Of Antonio Carlos Jobim,Antonio Carlos Jobim,1964,"['Bossa Nova', 'classic rock', 'mpb', 'antonio carlos jobim', 'dequalidade']",150000,834,1130,n/a,n/a
SORFENL12AAF3B2B1D,Blatz From the Pabst,So Dang Rad,Panty Lions,0,[],179000,51,87,https://lastfm.freetls.fastly.net/i/u/174s/1241aad69375451f838c64a60dcbb3d8.png,https://lastfm.freetls.fastly.net/i/u/300x300/1241aad69375451f838c64a60dcbb3d8.png
SOCZPDP12A8C13D9EC,Machine Gun,The Complete Machine Gun Sessions,The Peter Brötzmann Octet,1996,"['free jazz', 'avantgarde', 'jazz', 'experimental', 'saxophone']",0,8681,21833,https://lastfm.freetls.fastly.net/i/u/174s/6a7f491d16fd863468d8aba8caa6074e.png,https://lastfm.freetls.fastly.net/i/u/300x300/6a7f491d16fd863468d8aba8caa6074e.png
SOXXDEB12A8AE47DCD,Silence Of Ghosts,Happy End Of The World,The Ghost Of Lemora,0,"['Gothic Rock', 'transitmelancolic']",441000,421,1490,https://lastfm.freetls.fastly.net/i/u/174s/d71f13c9c13ec9fee2dad454185b34c7.png,https://lastfm.freetls.fastly.net/i/u/300x300/d71f13c9c13ec9fee2dad454185b34c7.png
SONARRU12AC96182B0,Rework,Ghetto Bass 2,A Made Up Sound,2009,['future garage'],357000,4598,10103,https://lastfm.freetls.fastly.net/i/u/174s/6e46f94f7319c870084199c4589d0d11.png,https://lastfm.freetls.fastly.net/i/u/300x300/6e46f94f7319c870084199c4589d0d11.png
SOCPHAL12AB01814C0,Waiting For You,Scorpion Stomp #2,The Golden Boys,0,[],220000,53,99,https://lastfm.freetls.fastly.net/i/u/174s/4b29dc7bfd54472bb4f0ea8de58607d7.png,https://lastfm.freetls.fastly.net/i/u/300x300/4b29dc7bfd54472bb4f0ea8de58607d7.png
SOADZGT12AC468D021,Break Em Off Rmx [Screwed] (feat. Lil Keke),"100"" (Swishahouse Remix)",Paul Wall,0,[],0,0,0,n/a,n/a
SOXQBOD12AC468711D,With A Twist  (LP Version),Between The Lines,Mike Stern,1996,[],0,6,43,n/a,n/a
SOZZQUR12A6D4FD3E0,Bell Clap Dance,Bell Clap Dance,Radio Slave,2007,"['techno', 'House', 'minimal', 'minimal techno', 'dance']",619000,3452,7497,https://lastfm.freetls.fastly.net/i/u/174s/57c99251723a466393590c48ae8c03e6.png,https://lastfm.freetls.fastly.net/i/u/300x300/57c99251723a466393590c48ae8c03e6.png
SOJFVAN12AB0184E5D,The Fallen,Eternal,War Of Ages,2010,"['metalcore', 'Christian Metalcore']",0,8590,33628,n/a,n/a
SOKSLFG12A8C136B4B,Since The Short-Long's Gone,Chumps On Parade,MU330,1997,"['ska', 'pop', 'rock', 'punk', 'alternative rock']",169000,4645,10599,https://lastfm.freetls.fastly.net/i/u/174s/67848a4882728f2f6320e6084b5931f5.png,https://lastfm.freetls.fastly.net/i/u/300x300/67848a4882728f2f6320e6084b5931f5.png
SODJPJN12AB01840B3,Home Is Where The Hatred Is,Blue Third,Jean-Jacques Milteau / Gil Scott-Heron,0,[],0,0,0,n/a,n/a
SOHFDET12A8C142C16,Remember This,Amongst The Thugs,Condemned 84,2005,[],166000,735,2896,https://lastfm.freetls.fastly.net/i/u/174s/97825d5f253b80ae3ee6e3fd6b5a4c29.png,https://lastfm.freetls.fastly.net/i/u/300x300/97825d5f253b80ae3ee6e3fd6b5a4c29.png
SOZSUVE12AB0183EC0,Love Revelation,Soul Alone,Daryl Hall,1993,"['rock', 'adult', 'Daryl Hall', 'daryl hall john oates', 'Moox']",274000,2107,4917,https://lastfm.freetls.fastly.net/i/u/174s/2e0fd803969840aeb15389aa77bae910.png,https://lastfm.freetls.fastly.net/i/u/300x300/2e0fd803969840aeb15389aa77bae910.png
SOEKUNU12A8C140297,Death Is Calling (Chopped&Screwed),Rated G,5th Ward Boyz,1995,[],0,0,0,n/a,n/a
SOGFVTB12A8151D3AF,California Girl,Hello,Tristan Prettyman,2008,"['female vocalist', 'acoustic', 'folk', 'female vocalists', 'Tristan Prettyman']",0,62035,141171,https://lastfm.freetls.fastly.net/i/u/174s/783547a0c7fa49b9abfa6061f2a88157.png,https://lastfm.freetls.fastly.net/i/u/300x300/783547a0c7fa49b9abfa6061f2a88157.png
SOHCTCT12A67ADABB5,The1 (Dj Precision Somatic Sense Rmx),The1,van Eyden feat. Susanne Webb,0,[],0,0,0,n/a,n/a
SOKQVYH12A8C131113,Veins,Live At The Zenith,Archive,2006,"['trip-hop', 'electronic', 'british i like', 'Progressive rock', 'archive']",241000,54660,280776,https://lastfm.freetls.fastly.net/i/u/174s/0e83bf164a354ada81310fe8f5dd1e51.png,https://lastfm.freetls.fastly.net/i/u/300x300/0e83bf164a354ada81310fe8f5dd1e51.png
SOXWBLS12A8C1430B6,Antarctica,Osiris Presents...Out of Order: Soundtrack to the Surfer's Documentary,Alan Parsons (Feat. Shpongle),0,['strawbalesugarcube'],0,120,662,n/a,n/a
SOHEWMU12A6D4F9071,Werde Ich Träumen?,Aquarium Café,Rauschfaktor,2001,[],307000,365,1198,https://lastfm.freetls.fastly.net/i/u/174s/59c55f2b1dff4dd04ac80e62a0a1e918.png,https://lastfm.freetls.fastly.net/i/u/300x300/59c55f2b1dff4dd04ac80e62a0a1e918.png
SOQUQVX12AB018730E,"The Love Is Gone (""No More"")",No More,Ruff Endz,2000,[],228000,106,247,n/a,n/a
SOFALST12A8C13936B,Girlsrock,Allthegirls,Siriusmo,2008,"['personal favourites', 'i']",193000,7260,24830,https://lastfm.freetls.fastly.net/i/u/174s/2d6193bc2a16a9f0e7a2b00f999ee3bb.png,https://lastfm.freetls.fastly.net/i/u/300x300/2d6193bc2a16a9f0e7a2b00f999ee3bb.png
SOFGULT12A8C1365B9,The Bonny Hind,Signs Of Life,Martin Carthy with Dave Swarbrick,0,[],336000,27,68,n/a,n/a
SOMTDAK12AB0186BBE,Round and Round,Dream Fuel,DARK NEBULA,0,[],477000,9,14,n/a,n/a
SODNIQH12AB018A660,Hot bodies on the beach,Listen to my heartbeat,P.M. Sampson,0,[],240000,9,12,https://lastfm.freetls.fastly.net/i/u/174s/4d0b0c599b3e4890b37dea22051e6672.png,https://lastfm.freetls.fastly.net/i/u/300x300/4d0b0c599b3e4890b37dea22051e6672.png
SOYOJER12A6D4FB1D0,The Behemoth (LP Version),Back Door Men,The Shadows Of Knight,1998,"['psychedelic', 'garage', 'nuggets', 'bands i spin']",0,146,188,n/a,n/a
SOOIIJZ12AB0187847,Baby_ Let's Play House,Lynns Country  Great's Vol2,Arthur Gunter,0,[],0,0,0,n/a,n/a
SOUGDQC12AB0188FEE,Heartbeat / Dragon,Gently Weeps,Jake Shimabukuro,2006,[],240000,1377,3793,n/a,n/a
SOZOTKJ12A8C13C59D,Don't Let Nobody Turn You Around (Digitally Remastered 90),Your Saving Grace,Steve Miller Band,0,[],0,73,198,n/a,n/a
SOMAYIY12A8C1375F6,Parting Song,In Love And Light,Heidi Talbot,2008,"['folk', 'female vocalists', 'irish']",203000,657,2588,https://lastfm.freetls.fastly.net/i/u/174s/354b70122b6042ffbf246ffb8645ea09.png,https://lastfm.freetls.fastly.net/i/u/300x300/354b70122b6042ffbf246ffb8645ea09.png
SONXDGJ12AAF3B347A,Outcome,One Foot In The Grave,Beck,1994,"['folk', 'acoustic', 'indie folk', 'beck', 'alternative']",0,38351,107624,https://lastfm.freetls.fastly.net/i/u/174s/9bfdc3eb1deb443f8218ffd7f7cb7330.png,https://lastfm.freetls.fastly.net/i/u/300x300/9bfdc3eb1deb443f8218ffd7f7cb7330.png
SOOVWCC12AAF3B312C,Falynn,MC Chris Is Dead Black,Mc Chris,2008,"['nerdcore', 'Transcends Boundaries', 'for lovely lady', '4 Stars', 'Cool Stuff']",102000,10890,72181,https://lastfm.freetls.fastly.net/i/u/174s/b9ec89c3efa54b99a98eb44dbd2ee0e3.png,https://lastfm.freetls.fastly.net/i/u/300x300/b9ec89c3efa54b99a98eb44dbd2ee0e3.png
SORQVST12A8C1353E3,Pledge Resistance,Our Gang's Dark Oath,Aiden,2004,"['emo', 'post-hardcore', 'screamo', 'hardcore', 'punk']",174000,23844,94508,https://lastfm.freetls.fastly.net/i/u/174s/a9d14c76cfcdbfe3368ca666fbb72d8b.png,https://lastfm.freetls.fastly.net/i/u/300x300/a9d14c76cfcdbfe3368ca666fbb72d8b.png
SORYNOQ12A8AE46D2D,Rainbows,Madvillainy,Madvillain,2004,"['Hip-Hop', 'underground hip-hop', 'hip hop', 'rap', 'Madlib']",0,321820,1706232,https://lastfm.freetls.fastly.net/i/u/174s/893fce336634c600b2bab31de7bbc9bd.png,https://lastfm.freetls.fastly.net/i/u/300x300/893fce336634c600b2bab31de7bbc9bd.png
SOLIPXU12A58A7CCCF,The Girl,The Myspace Transmissions,City And Colour,2008,"['acoustic', 'Love', 'beautiful', 'Mellow', 'City And Colour']",0,404840,3249687,https://lastfm.freetls.fastly.net/i/u/174s/26de09a7bb834c978baeeefb38717e4c.png,https://lastfm.freetls.fastly.net/i/u/300x300/26de09a7bb834c978baeeefb38717e4c.png
SOLGJGV12AB018AD97,The Play of Life,River of Gold,Bruce BecVar,0,"['new age', 'guitar']",286000,163,264,https://lastfm.freetls.fastly.net/i/u/174s/1104aaa723b56be27b78a1c62bd8e115.png,https://lastfm.freetls.fastly.net/i/u/300x300/1104aaa723b56be27b78a1c62bd8e115.png
SORWWMP12A6D4F6152,Leaving Babylon Dub,Freedom Sounds In Dub,King Tubby & Soul Syndicate,0,"['dub', 'reggae', 'electronic', 'House', 'jamaica']",224000,3251,8637,https://lastfm.freetls.fastly.net/i/u/174s/b3e22136416b5c21e9b703d0b1c01be9.png,https://lastfm.freetls.fastly.net/i/u/300x300/b3e22136416b5c21e9b703d0b1c01be9.png
SOLDNRV12A8C132462,Mood Music,Legacy (Edited Version),Immortal Technique Presents: Akir,2006,"['hiphop', 'ElectglitchdubhoP', 'deep', 'Hip-Hop', 'hip hop']",279000,8974,22034,https://lastfm.freetls.fastly.net/i/u/174s/b1649d931d904947844bf37a1e7aab73.png,https://lastfm.freetls.fastly.net/i/u/300x300/b1649d931d904947844bf37a1e7aab73.png
SOHNVTT12AB0184EE3,Dancin',Corduroy Boogie,Ivana Santilli,0,[],222000,245,831,https://lastfm.freetls.fastly.net/i/u/174s/946b51d7ed9788a7d52c4d3d06d5f423.png,https://lastfm.freetls.fastly.net/i/u/300x300/946b51d7ed9788a7d52c4d3d06d5f423.png
SOYGUSV12AC3DF6BAC,Chunky Buddha,Secret Weapons Pt. 3,Oscar G,0,"['dance', 'House', 'progressice house', 'electronic', 'electronica']",519000,1021,2690,n/a,n/a
SORNMZQ12AB017FDF0,Don't Drive Her Away,Don't Let Nobody Turn You Around,The Fairfield Four,0,[],164000,11,21,https://lastfm.freetls.fastly.net/i/u/174s/9d716c2fb16e482bb795c218089eb204.png,https://lastfm.freetls.fastly.net/i/u/300x300/9d716c2fb16e482bb795c218089eb204.png
SODOSMV12AB018557F,Up In Heaven (Not Only Here),Sandinista!,The Clash,1980,"['punk', 'rock', 'punk rock', 'Sandinista', 'the clash']",271000,45535,150479,https://lastfm.freetls.fastly.net/i/u/174s/e7bc9aa85c89152a54bffb564995f890.png,https://lastfm.freetls.fastly.net/i/u/300x300/e7bc9aa85c89152a54bffb564995f890.png
SOTGQAT12A58A75FF1,The Blues Are Out Early Tonight,The Ultimate Jimmie Skinner Songbook,Ray Campi,0,[],143000,5,24,n/a,n/a
SODIUSM12A8C1439D4,Dance With Me,Reverse EP,Riccardo Sabatini,0,[],0,0,0,n/a,n/a
SOBEDGY12AB0187C7C,I Give You Bass,Love Me Hate Me Kiss Me Kill Me,Fukkk Offf,2009,"['electronic', 'electro', 'DJ Tomcraft']",0,8632,34870,https://lastfm.freetls.fastly.net/i/u/174s/ad3a310342d6491586303620c959c683.png,https://lastfm.freetls.fastly.net/i/u/300x300/ad3a310342d6491586303620c959c683.png
SOLIHQV12AB0181900,Wedding Song,Twilight Of Jesters,Monkey Business,0,[],209000,1065,4247,https://lastfm.freetls.fastly.net/i/u/174s/de9f8b9a7654472a8454528ca1cc1569.png,https://lastfm.freetls.fastly.net/i/u/300x300/de9f8b9a7654472a8454528ca1cc1569.png
SOAVATE12A6D4F5BF2,Another Page,Hang On To Your Resistance (The Early Years),Tom Cochrane,0,[],199000,87,159,n/a,n/a
SOGHLQF12AB017C79D,Yeet Dou Siu Yeah Kuk,Listen to Eason Chan,Eason Chan,0,[],0,77,199,n/a,n/a
SOVPFIY12A6D4F6D28,Hardcore,The Bloodthirsty Lovers,The Bloodthirsty Lovers,2003,[],200000,209,521,https://lastfm.freetls.fastly.net/i/u/174s/2fefc9d4cfd99c80f6677e3f5bcd9358.png,https://lastfm.freetls.fastly.net/i/u/300x300/2fefc9d4cfd99c80f6677e3f5bcd9358.png
SOHEGXL12AB01874C6,A Good Man Is A Seldom Thing,All About Ronnie - The Bethlehem Recordings 1953-1955,Chris Connor,0,[],206000,656,1328,https://lastfm.freetls.fastly.net/i/u/174s/d7c77a2b000e4c3fcc629599a6f76eea.png,https://lastfm.freetls.fastly.net/i/u/300x300/d7c77a2b000e4c3fcc629599a6f76eea.png
SOFFYPW12AAF3B1E60,I Wish I Knew,Once In A Lifetime,Dick Haymes,1945,[],190000,393,5944,https://lastfm.freetls.fastly.net/i/u/174s/ba0e6c20a8bb443eaeaadc3385c1d4e4.png,https://lastfm.freetls.fastly.net/i/u/300x300/ba0e6c20a8bb443eaeaadc3385c1d4e4.png
SOWWPRV12A6D4F6B64,Jessie,No Tomorrow,Orson,2006,"['Jesse', 'congratulations']",256000,2048,4364,https://lastfm.freetls.fastly.net/i/u/174s/b55160251a7920ead0b946c793c8e819.png,https://lastfm.freetls.fastly.net/i/u/300x300/b55160251a7920ead0b946c793c8e819.png
SOFWTRU12AC4687300,Pasodoble de San Roque,Os soños que volven,Susana Seivane,2010,['5 of 10 stars'],119000,152,353,https://lastfm.freetls.fastly.net/i/u/174s/3e74f1459b754dd89c5022818a41d861.png,https://lastfm.freetls.fastly.net/i/u/300x300/3e74f1459b754dd89c5022818a41d861.png
SOBLGLN12A8C143719,Beatles And Stones,Live At The BBC,The House Of Love,0,"['indie', 'british i like', 'Songs that mention other bands or artists', 'pop', 'british']",208000,21543,76915,https://lastfm.freetls.fastly.net/i/u/174s/846b9951b90e4d43b0996eeacae24d4a.png,https://lastfm.freetls.fastly.net/i/u/300x300/846b9951b90e4d43b0996eeacae24d4a.png
SOABJGZ12AB0186C2E,Adagio Allegro,Peace Relax With The Classics Memories,Saint Saens,0,[],1140000,188,379,n/a,n/a
SOUPRXP12A58A7C72F,Psychology Of Optional Experience (Originally composed by Wake Up Dead),If the Flames Don't Kill Us We Will,A Jealousy Issue,0,[],0,43,46,n/a,n/a
SOPQKVS12B0B806668,Timestretched,Regeneration,The Divine Comedy,2001,"['indie', 'pop', 'singer-songwriter', 'chamber pop', 'britpop']",168000,17334,62669,https://lastfm.freetls.fastly.net/i/u/174s/5919748b668f454ba6e035cbe62a291e.png,https://lastfm.freetls.fastly.net/i/u/300x300/5919748b668f454ba6e035cbe62a291e.png
SOKTNEW12A58A786ED,Gabriela (Tales Of Wonder Album Version),Tales Of Wonder,White Heart,0,['christian rock'],280000,100,477,https://lastfm.freetls.fastly.net/i/u/174s/1d275a927c844821b9be05e1e88d3194.png,https://lastfm.freetls.fastly.net/i/u/300x300/1d275a927c844821b9be05e1e88d3194.png
SOIEKIH12A8C13C151,You Brought Me Up,The Winds Begin To Sing,Karan Casey,2001,['irish'],280000,726,2484,https://lastfm.freetls.fastly.net/i/u/174s/ca17c385e62554908ff3cb98f782b0a2.png,https://lastfm.freetls.fastly.net/i/u/300x300/ca17c385e62554908ff3cb98f782b0a2.png
SOZJJAL12AC9071409,Attainment of the Final Key,The Transactional Dharma of Roj,Roj,0,['hypnagogic'],271000,916,2088,https://lastfm.freetls.fastly.net/i/u/174s/e43f375d4fb946e5b627a7fd0ac51f40.png,https://lastfm.freetls.fastly.net/i/u/300x300/e43f375d4fb946e5b627a7fd0ac51f40.png
SOCUHXS12AB01848E7,Rockmic's (Remix),Fettes Brot Für Die Welt,Fettes Brot,0,[],0,176,392,n/a,n/a
SOFXDWK12A58A77B03,Step It Fast,Jolie Blonde,Hackberry Ramblers,0,[],106000,64,104,https://lastfm.freetls.fastly.net/i/u/174s/cc1b45df8f5bd02d503516703d0df43e.png,https://lastfm.freetls.fastly.net/i/u/300x300/cc1b45df8f5bd02d503516703d0df43e.png
SOSFTNB12A8C140A58,Unpredictable,Activity Center,Tahiti 80,2008,"['pop', 'Pop/Rock', 'dantopluv']",199000,7319,32739,https://lastfm.freetls.fastly.net/i/u/174s/f36b58a976c4728bbbcf8db2e99f4872.png,https://lastfm.freetls.fastly.net/i/u/300x300/f36b58a976c4728bbbcf8db2e99f4872.png
SODGMWL12AB0185B4A,Keep It Goin' Louder,Keep It Goin' Louder,Major Lazer / Nina Sky / Ricky Blaze,2010,[],226000,64,214,https://lastfm.freetls.fastly.net/i/u/174s/1c18b74aaf464c03876ed699f05c1e3d.png,https://lastfm.freetls.fastly.net/i/u/300x300/1c18b74aaf464c03876ed699f05c1e3d.png
SOQNTYA12A58A7BA46,There Goes My Baby,Strictly One Drop,Calvin Richardson,0,"['calvin richardson', 'rnb', 'reggae', 'Neo-Soul', 'Nu-Soul']",0,8530,17251,https://lastfm.freetls.fastly.net/i/u/174s/deaa87f595364b11bdacf89192d43bf7.png,https://lastfm.freetls.fastly.net/i/u/300x300/deaa87f595364b11bdacf89192d43bf7.png
SOAJJZL12A6D4F9523,More Of The Same (LP Version),Illiterature,Adam Schmitt,1993,[],0,2,2,n/a,n/a
SOOZZDE12A8C144B17,I've Got To Reach You - Original,The Bubble Puppy Selected Favorites,The Bubble Puppy,0,[],471000,84,147,https://lastfm.freetls.fastly.net/i/u/174s/217d8055fceacd2e7de0850a87e63c0c.png,https://lastfm.freetls.fastly.net/i/u/300x300/217d8055fceacd2e7de0850a87e63c0c.png
SOWUVLM12A6701EADB,Tää on rankkaa,Tää on rankkaa,Yölintu,2002,"['ylintu', 'iskelma']",172000,1470,7472,https://lastfm.freetls.fastly.net/i/u/174s/854db5742c986a956e341097ddb62812.png,https://lastfm.freetls.fastly.net/i/u/300x300/854db5742c986a956e341097ddb62812.png
SORQIDH12A6D4FAC40,Hammond Song (2006 Remastered Album Version),The Collected Works Of The Roches [Digital Version],The Roches,0,[],0,53,152,n/a,n/a
SOIUMBE12AC468DB26,Cindy and the Octopus,My Fabulous Plum,Peter Himmelman,0,[],254000,33,71,https://lastfm.freetls.fastly.net/i/u/174s/e7e562292a764281842235ec796eaff6.png,https://lastfm.freetls.fastly.net/i/u/300x300/e7e562292a764281842235ec796eaff6.png
SORWCPA12AB01812E2,Crushin',Dillanthology Vol. 3,J Dilla aka Jay Dee,2007,"['hiphop', 'nice beats', 'MPC ROUGHNESS', 'akai mpc based production']",223000,5425,15977,https://lastfm.freetls.fastly.net/i/u/174s/2cd34b39ed9e47839a6f7b444501648a.png,https://lastfm.freetls.fastly.net/i/u/300x300/2cd34b39ed9e47839a6f7b444501648a.png
SOZDYQP12A8C13DB42,Sentimental Journey,Good Deal_ MacNeal,Pied Pipers,0,[],231000,48,135,https://lastfm.freetls.fastly.net/i/u/174s/3a5bccc9d34f08f25a4b1156865b096a.png,https://lastfm.freetls.fastly.net/i/u/300x300/3a5bccc9d34f08f25a4b1156865b096a.png
SOFBRYA12A8C13554A,Gwerz Kiev,Sarac'H,Denez Prigent,2003,"['celtic', 'breton', 'chillout', 'ambient', 'breath taking']",436000,3107,11089,https://lastfm.freetls.fastly.net/i/u/174s/ddb40d7a28924d8ccd4adf1c3f912e77.png,https://lastfm.freetls.fastly.net/i/u/300x300/ddb40d7a28924d8ccd4adf1c3f912e77.png
SOECHQW12AF729FD96,Misanthrope,AngL,Ihsahn,2008,"['Progressive metal', 'progressive black metal', 'black metal', 'Extreme Metal', 'metal']",299000,27959,132866,https://lastfm.freetls.fastly.net/i/u/174s/3dfad7f33ceb4d4fad01ba43ba6c16a6.png,https://lastfm.freetls.fastly.net/i/u/300x300/3dfad7f33ceb4d4fad01ba43ba6c16a6.png
